Profile Data:
Time                    	P                      	T    	Hu                 	Ws   	Wd          	Geopot	Dewp.	Virt. Temp 	Rs   	D
[sec]                   	[hPa]                  	[?C] 	[%]                	[m/s]	[?]         	[m]   	[?C] 	[?C]       	[m/s]	[kg/m3]
2940                    	167.3                  	-53.4	9                  	15.6 	358         	13721 	-70.5	-53.4      	4.1  	0.265282
2942                    	167.1                  	-53.4	9                  	15.5 	358         	13730 	-70.5	-53.4      	4.4  	0.264858
2944                    	166.8                  	-53.3	9                  	15.4 	358         	13739 	-70.5	-53.3      	4.6  	0.264453
2946                    	166.6                  	-53.3	9                  	15.4 	358         	13748 	-70.6	-53.3      	4.6  	0.264049
2948                    	166.4                  	-53.3	9                  	15.3 	358         	13757 	-70.6	-53.3      	4.6  	0.263640
2950                    	166.1                  	-53.3	9                  	15.2 	358         	13766 	-70.6	-53.3      	4.6  	0.263231
2952                    	165.9                  	-53.2	9                  	15.4 	359         	13776 	-70.7	-53.2      	4.6  	0.262823
2954                    	165.7                  	-53.2	9                  	15.5 	359         	13785 	-70.7	-53.2      	4.6  	0.262416
2956                    	165.4                  	-53.2	9                  	15.7 	360         	13794 	-70.8	-53.2      	4.6  	0.262029
2958                    	165.2                  	-53.2	9                  	15.8 	001         	13803 	-70.8	-53.2      	4.6  	0.261645
2960                    	164.9                  	-53.2	9                  	16.0 	002         	13812 	-70.8	-53.2      	4.6  	0.261261
2962                    	164.7                  	-53.2	9                  	16.1 	002         	13822 	-70.8	-53.2      	4.6  	0.260878
2964                    	164.5                  	-53.2	9                  	16.3 	003         	13831 	-70.8	-53.2      	4.6  	0.260495
2966                    	164.2                  	-53.1	9                  	16.4 	004         	13840 	-70.9	-53.1      	4.6  	0.260113
2968                    	164.0                  	-53.1	9                  	16.6 	004         	13849 	-70.9	-53.1      	4.6  	0.259732
2970                    	163.8                  	-53.1	9                  	16.7 	005         	13859 	-70.9	-53.1      	4.6  	0.259358
2972                    	163.5                  	-53.1	9                  	16.9 	005         	13868 	-70.9	-53.1      	4.6  	0.258991
2974                    	163.3                  	-53.1	8                  	17.0 	005         	13877 	-71.0	-53.1      	4.6  	0.258625
2976                    	163.1                  	-53.1	8                  	17.1 	006         	13886 	-71.0	-53.1      	4.6  	0.258260
2978                    	162.8                  	-53.1	8                  	17.2 	006         	13895 	-71.0	-53.1      	4.6  	0.257894
2980                    	162.6                  	-53.1	8                  	17.3 	006         	13905 	-71.1	-53.1      	4.6  	0.257530
2982                    	162.4                  	-53.2	8                  	17.4 	006         	13914 	-71.1	-53.1      	4.6  	0.257166
2984                    	162.1                  	-53.2	8                  	17.5 	006         	13923 	-71.1	-53.2      	4.6  	0.256818
2986                    	161.9                  	-53.2	8                  	17.6 	007         	13932 	-71.1	-53.2      	4.6  	0.256491
2988                    	161.7                  	-53.2	8                  	17.7 	007         	13941 	-71.1	-53.2      	4.6  	0.256165
2990                    	161.4                  	-53.3	8                  	17.9 	007         	13951 	-71.2	-53.3      	4.6  	0.255838
2992                    	161.2                  	-53.3	8                  	17.9 	007         	13960 	-71.2	-53.3      	4.6  	0.255512
2994                    	161.0                  	-53.3	8                  	17.9 	007         	13969 	-71.2	-53.3      	4.6  	0.255187
2996                    	160.8                  	-53.4	8                  	17.9 	008         	13978 	-71.2	-53.4      	4.6  	0.254856
2998                    	160.5                  	-53.4	8                  	17.9 	008         	13988 	-71.3	-53.4      	4.7  	0.254525
3000                    	160.3                  	-53.4	8                  	17.9 	008         	13997 	-71.3	-53.4      	4.7  	0.254196
3002                    	160.1                  	-53.5	8                  	17.9 	008         	14006 	-71.3	-53.5      	4.7  	0.253863
3004                    	159.8                  	-53.5	8                  	17.9 	009         	14016 	-71.4	-53.5      	4.7  	0.253532
3006                    	159.6                  	-53.5	8                  	17.9 	009         	14025 	-71.4	-53.5      	4.7  	0.253200
3008                    	159.4                  	-53.6	8                  	17.9 	009         	14035 	-71.4	-53.6      	4.7  	0.252869
3010                    	159.1                  	-53.6	8                  	17.9 	009         	14044 	-71.5	-53.6      	4.7  	0.252541
3012                    	158.9                  	-53.7	8                  	17.9 	009         	14054 	-71.5	-53.6      	4.7  	0.252215
3014                    	158.7                  	-53.7	8                  	18.0 	009         	14063 	-71.6	-53.7      	4.7  	0.251889
3016                    	158.4                  	-53.7	8                  	18.0 	009         	14072 	-71.6	-53.7      	4.7  	0.251563
3018                    	158.2                  	-53.8	8                  	18.1 	009         	14082 	-71.7	-53.8      	4.7  	0.251238
3020                    	158.0                  	-53.8	8                  	18.1 	009         	14091 	-71.7	-53.8      	4.7  	0.250913
3022                    	157.7                  	-53.8	8                  	18.2 	009         	14101 	-71.8	-53.8      	4.7  	0.250589
3024                    	157.5                  	-53.9	8                  	18.2 	008         	14110 	-71.9	-53.9      	4.7  	0.250265
3026                    	157.3                  	-53.9	8                  	18.3 	008         	14119 	-71.9	-53.9      	4.7  	0.249941
3028                    	157.0                  	-54.0	8                  	18.3 	008         	14129 	-72.0	-54.0      	4.7  	0.249617
3030                    	156.8                  	-54.0	8                  	18.4 	008         	14138 	-72.0	-54.0      	4.7  	0.249295
3032                    	156.6                  	-54.0	8                  	18.3 	008         	14148 	-72.1	-54.0      	4.7  	0.248972
3034                    	156.3                  	-54.1	8                  	18.3 	008         	14157 	-72.2	-54.1      	4.7  	0.248649
3036                    	156.1                  	-54.1	8                  	18.3 	008         	14166 	-72.2	-54.1      	4.7  	0.248327
3038                    	155.9                  	-54.1	8                  	18.3 	008         	14176 	-72.3	-54.1      	4.7  	0.248006
3040                    	155.7                  	-54.2	8                  	18.3 	008         	14185 	-72.4	-54.2      	4.7  	0.247685
3042                    	155.4                  	-54.2	8                  	18.3 	008         	14195 	-72.4	-54.2      	4.7  	0.247351
3044                    	155.2                  	-54.2	8                  	18.3 	009         	14204 	-72.5	-54.2      	4.7  	0.247009
3046                    	155.0                  	-54.2	8                  	18.3 	009         	14213 	-72.5	-54.2      	4.7  	0.246666
3048                    	154.7                  	-54.3	8                  	18.3 	009         	14223 	-72.6	-54.3      	4.7  	0.246325
3050                    	154.5                  	-54.3	8                  	18.3 	009         	14232 	-72.6	-54.3      	4.7  	0.245984
3052                    	154.3                  	-54.3	8                  	18.2 	009         	14242 	-72.6	-54.3      	4.7  	0.245643
3054                    	154.1                  	-54.3	8                  	18.1 	009         	14251 	-72.7	-54.3      	4.7  	0.245303
3056                    	153.8                  	-54.3	8                  	18.0 	010         	14261 	-72.7	-54.3      	4.7  	0.244961
3058                    	153.6                  	-54.3	8                  	17.9 	010         	14270 	-72.8	-54.3      	4.7  	0.244620
3060                    	153.4                  	-54.3	7                  	17.8 	010         	14279 	-72.8	-54.3      	4.5  	0.244279
3062                    	153.2                  	-54.4	7                  	17.7 	011         	14288 	-72.8	-54.4      	4.5  	0.243948
3064                    	153.0                  	-54.4	7                  	17.6 	011         	14297 	-72.9	-54.4      	4.5  	0.243619
3066                    	152.8                  	-54.4	7                  	17.6 	011         	14306 	-72.9	-54.4      	4.5  	0.243289
3068                    	152.5                  	-54.4	7                  	17.5 	012         	14315 	-73.0	-54.4      	4.5  	0.242961
3070                    	152.3                  	-54.4	7                  	17.4 	012         	14324 	-73.0	-54.4      	4.5  	0.242638
3072                    	152.1                  	-54.4	7                  	17.3 	012         	14333 	-73.1	-54.4      	4.5  	0.242316
3074                    	151.9                  	-54.4	7                  	17.2 	012         	14342 	-73.1	-54.4      	4.5  	0.241993
3076                    	151.7                  	-54.5	7                  	17.1 	012         	14351 	-73.2	-54.5      	4.5  	0.241672
3078                    	151.5                  	-54.5	7                  	17.0 	013         	14360 	-73.2	-54.5      	4.5  	0.241350
3080                    	151.3                  	-54.5	7                  	16.9 	013         	14369 	-73.3	-54.5      	4.5  	0.241029
3082                    	151.1                  	-54.5	7                  	16.8 	013         	14378 	-73.3	-54.5      	4.5  	0.240708
3084                    	150.8                  	-54.5	7                  	16.7 	013         	14387 	-73.4	-54.5      	4.5  	0.240384
